"category","categoryKey","id","name","modelFile","thumbFile","sizeMB","sourceUrl","sourceThumb"
"人物","RW","390ccb80-74b8-4e10-b6fc-7baf2898a4a9","建筑工人-01","models/390ccb80-74b8-4e10-b6fc-7baf2898a4a9.gltf","thumbnails/390ccb80-74b8-4e10-b6fc-7baf2898a4a9.png","1.53","https://rh-canvas-files.xiaoyaoyou.com/default/director/14f0102a-b7bc-4ed7-a508-102259ffda15.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/3132f0db-dcdb-4650-bcc5-f5a8dee8a4ca.png"
"人物","RW","ac6eea90-a183-4881-baf0-ec6bfd589cdd","建筑工人-02","models/ac6eea90-a183-4881-baf0-ec6bfd589cdd.gltf","thumbnails/ac6eea90-a183-4881-baf0-ec6bfd589cdd.png","1.53","https://rh-canvas-files.xiaoyaoyou.com/default/director/abe0cebb-c051-47b3-aae1-16a0b8454150.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/f47539c1-468b-49b8-8410-134c8d7b069b.png"
"人物","RW","8bd8e378-2db1-496d-b956-d8beaed4328b","建筑工人-03","models/8bd8e378-2db1-496d-b956-d8beaed4328b.gltf","thumbnails/8bd8e378-2db1-496d-b956-d8beaed4328b.png","1.53","https://rh-canvas-files.xiaoyaoyou.com/default/director/fbc2818e-8b8d-4293-bd94-80e070393149.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/e52bf308-685d-42ab-a274-753bb63682b4.png"
"人物","RW","5a9732f0-cbe6-4b16-bfa7-f90931fedf7c","建筑工人-04","models/5a9732f0-cbe6-4b16-bfa7-f90931fedf7c.gltf","thumbnails/5a9732f0-cbe6-4b16-bfa7-f90931fedf7c.png","1.53","https://rh-canvas-files.xiaoyaoyou.com/default/director/2f7f11ec-c9aa-47d8-b67c-afe057108396.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/8f241983-66bf-46da-a6df-353482750335.png"
"人物","RW","c4910085-0242-4240-a15c-d1a1e814940a","建筑工人-05","models/c4910085-0242-4240-a15c-d1a1e814940a.gltf","thumbnails/c4910085-0242-4240-a15c-d1a1e814940a.png","1.53","https://rh-canvas-files.xiaoyaoyou.com/default/director/53dc568d-ce95-45e6-b5c6-5efaf1e23a86.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/4b4a24f3-f3fd-4df6-8925-022efb5bc35e.png"
"人物","RW","202c0fbe-c2cb-4638-ad68-679d0b29ac07","警察-法警","models/202c0fbe-c2cb-4638-ad68-679d0b29ac07.gltf","thumbnails/202c0fbe-c2cb-4638-ad68-679d0b29ac07.png","0.69","https://rh-canvas-files.xiaoyaoyou.com/default/director/681a2195-99fb-4f89-b500-2dc5d4d886cf.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/afdc2cbf-7311-44fa-8efd-a3d69fb5efba.png"
"人物","RW","db0d79c5-146f-4e68-9f72-6fbaf9109d3b","警察-特警","models/db0d79c5-146f-4e68-9f72-6fbaf9109d3b.gltf","thumbnails/db0d79c5-146f-4e68-9f72-6fbaf9109d3b.png","0.71","https://rh-canvas-files.xiaoyaoyou.com/default/director/447ab236-6914-48d5-b2bb-5b88bcdb02f8.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/c12fa4b5-d551-4898-8319-dfd41cb2c058.png"
"人物","RW","8c79f6fd-90f9-4748-911e-077ec4a827bb","消防员-01","models/8c79f6fd-90f9-4748-911e-077ec4a827bb.gltf","thumbnails/8c79f6fd-90f9-4748-911e-077ec4a827bb.png","4.68","https://rh-canvas-files.xiaoyaoyou.com/default/director/ade7cbdb-c534-4a15-9a97-33e417680518.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/b052200c-aba7-415f-9554-0a029c90bc8b.png"
"人物","RW","9199053d-c0cd-417c-afe0-0f6dfc172f7f","消防员-02","models/9199053d-c0cd-417c-afe0-0f6dfc172f7f.gltf","thumbnails/9199053d-c0cd-417c-afe0-0f6dfc172f7f.png","13.84","https://rh-canvas-files.xiaoyaoyou.com/default/director/1d189660-85d9-4c72-9cb2-8f6fae10319b.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/2acd81e1-eab8-4a2d-99cb-849f8647a20f.png"
"人物","RW","3138a679-87b1-4f14-99cf-6f8272da4f0e","消防员-03","models/3138a679-87b1-4f14-99cf-6f8272da4f0e.gltf","thumbnails/3138a679-87b1-4f14-99cf-6f8272da4f0e.png","31.91","https://rh-canvas-files.xiaoyaoyou.com/default/director/5ea0b2da-da60-4698-b0c5-7c3f66788b8a.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/c7df3354-bada-41e2-935d-6f8d894c3024.png"
"人物","RW","8813052f-c9a4-49ad-9109-b8a1c1186a24","医生-01","models/8813052f-c9a4-49ad-9109-b8a1c1186a24.gltf","thumbnails/8813052f-c9a4-49ad-9109-b8a1c1186a24.png","23.74","https://rh-canvas-files.xiaoyaoyou.com/default/director/13a680ce-0004-46be-a6ac-28f74c5ab543.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/34fc5a20-a042-4736-884e-fb04572d4047.png"
"人物","RW","d72b32ba-ecb0-4121-99b3-a063830160e8","医生-02","models/d72b32ba-ecb0-4121-99b3-a063830160e8.gltf","thumbnails/d72b32ba-ecb0-4121-99b3-a063830160e8.png","6.86","https://rh-canvas-files.xiaoyaoyou.com/default/director/5e5b6db7-e00c-44fd-80a7-67bbea186d5e.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/30040e4b-f349-463c-9df7-babf4200dac6.png"
"人物","RW","4cbf2296-b4f0-43c5-aedd-2d4011cf2ba8","医生-03","models/4cbf2296-b4f0-43c5-aedd-2d4011cf2ba8.gltf","thumbnails/4cbf2296-b4f0-43c5-aedd-2d4011cf2ba8.png","2.62","https://rh-canvas-files.xiaoyaoyou.com/default/director/70f27399-e960-496e-b454-5c75d9c458ff.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/6f7222c1-1a26-4c92-8e7f-a97fa8a96689.png"
"人物","RW","8a05dc3c-02b4-4f74-9c57-b6a6ecea51c2","医生-04","models/8a05dc3c-02b4-4f74-9c57-b6a6ecea51c2.gltf","thumbnails/8a05dc3c-02b4-4f74-9c57-b6a6ecea51c2.png","6.87","https://rh-canvas-files.xiaoyaoyou.com/default/director/78c3b41d-ce85-49c4-97cf-27ec72d78e72.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/b9ae3779-964a-4d3d-94c0-568db196b466.png"
"人物","RW","73e5d5a3-ae7f-448d-92ed-6a30f96ddfce","医生-05","models/73e5d5a3-ae7f-448d-92ed-6a30f96ddfce.gltf","thumbnails/73e5d5a3-ae7f-448d-92ed-6a30f96ddfce.png","8.2","https://rh-canvas-files.xiaoyaoyou.com/default/director/d047cbe7-ad76-4f46-841e-f0ef3105328e.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/2fb62e0d-b153-4f8d-9090-ffed8bf245c9.png"
"人物","RW","fbafd599-10dd-4ce9-84e4-a6417648f346","医生-06","models/fbafd599-10dd-4ce9-84e4-a6417648f346.gltf","thumbnails/fbafd599-10dd-4ce9-84e4-a6417648f346.png","0.87","https://rh-canvas-files.xiaoyaoyou.com/default/director/3268ca1b-b55e-4c4e-a724-b965c88974ad.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/2a105958-8dac-4580-a6c1-014917c70214.png"
"人物","RW","b2578c2f-73f7-4057-a899-d0bdf7272081","宇航员","models/b2578c2f-73f7-4057-a899-d0bdf7272081.gltf","thumbnails/b2578c2f-73f7-4057-a899-d0bdf7272081.png","8.44","https://rh-canvas-files.xiaoyaoyou.com/default/director/33d18afa-2af4-47f9-8c40-6d8f76ecd3b8.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/8e9b829f-b98f-42fe-a73a-15d0e812b179.png"
"人物","RW","b630f1e0-c4d9-4daa-bd61-00e47d75f7ca","职场男-01","models/b630f1e0-c4d9-4daa-bd61-00e47d75f7ca.gltf","thumbnails/b630f1e0-c4d9-4daa-bd61-00e47d75f7ca.png","6.87","https://rh-canvas-files.xiaoyaoyou.com/default/director/17bed0a1-9498-4932-83b2-e11691d64ab3.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/633770b0-b4c6-4b41-9839-30f8df7beafb.png"
"人物","RW","5a6cbf88-6904-429a-a903-06d43346c8ff","职场男-02","models/5a6cbf88-6904-429a-a903-06d43346c8ff.gltf","thumbnails/5a6cbf88-6904-429a-a903-06d43346c8ff.png","6.87","https://rh-canvas-files.xiaoyaoyou.com/default/director/dc455a32-b1b0-42cb-8087-17c039dac018.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/317c1144-653a-4c2c-b25d-b3185b41a741.png"
"人物","RW","55a24360-7304-4431-8f41-7ee8e6a42740","职场女-01","models/55a24360-7304-4431-8f41-7ee8e6a42740.gltf","thumbnails/55a24360-7304-4431-8f41-7ee8e6a42740.png","6.87","https://rh-canvas-files.xiaoyaoyou.com/default/director/bdbfac19-8563-46fd-8e0d-4a20118509bc.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/62bb6a18-c209-4f8f-ab82-343dec9a1f1e.png"
"人物","RW","1281679e-b111-48ff-b60b-f9e2a56abf4a","职场女-02","models/1281679e-b111-48ff-b60b-f9e2a56abf4a.gltf","thumbnails/1281679e-b111-48ff-b60b-f9e2a56abf4a.png","6.87","https://rh-canvas-files.xiaoyaoyou.com/default/director/067984cf-ac3e-4474-bf94-3e12e8b5ae06.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/b9a4555f-7856-43e7-95d4-30a6e053221b.png"
"人物","RW","7f3a5d56-fa04-4678-9ac6-faf16abf8c14","盔甲01-汉代","models/7f3a5d56-fa04-4678-9ac6-faf16abf8c14.gltf","thumbnails/7f3a5d56-fa04-4678-9ac6-faf16abf8c14.png","11.15","https://rh-canvas-files.xiaoyaoyou.com/default/director/a091cf99-cbb2-4cda-ba42-1481d5a1345e.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/569aacf2-66e9-4d7a-93d4-12a77458d3dd.png"
"人物","RW","afd0a6e8-9ba8-426f-8a11-fa219c03be08","盔甲02-汉代","models/afd0a6e8-9ba8-426f-8a11-fa219c03be08.gltf","thumbnails/afd0a6e8-9ba8-426f-8a11-fa219c03be08.png","13.25","https://rh-canvas-files.xiaoyaoyou.com/default/director/216edf3b-05ff-438c-a550-a446df5fa94f.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/75b6dce1-55c3-4a4e-b8c3-ddc04f184785.png"
"人物","RW","26a456ce-ac3a-4d36-be94-4630a94f4991","盔甲-明代","models/26a456ce-ac3a-4d36-be94-4630a94f4991.gltf","thumbnails/26a456ce-ac3a-4d36-be94-4630a94f4991.png","10.89","https://rh-canvas-files.xiaoyaoyou.com/default/director/08523079-1a80-463e-821a-3c377e601c1b.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/9ba14257-f8f4-4f4b-86a9-03d64e076301.png"
"人物","RW","1da4fe3c-8361-4d8e-8f8f-d23a8ece010d","盔甲01-明代","models/1da4fe3c-8361-4d8e-8f8f-d23a8ece010d.gltf","thumbnails/1da4fe3c-8361-4d8e-8f8f-d23a8ece010d.png","10.75","https://rh-canvas-files.xiaoyaoyou.com/default/director/4a051312-12f6-48d7-8673-7833813a7543.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/19cb52f1-5cd2-4c05-97bb-12f2fa3120ce.png"
"人物","RW","b75bc253-d22f-4628-8b11-5833531d6b5c","盔甲02-明代","models/b75bc253-d22f-4628-8b11-5833531d6b5c.gltf","thumbnails/b75bc253-d22f-4628-8b11-5833531d6b5c.png","11.14","https://rh-canvas-files.xiaoyaoyou.com/default/director/70bc9d32-0d8e-440b-8d0d-17159a1ac22e.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/64854f8b-cc0d-42cb-b478-30c86a48ad40.png"
"人物","RW","e748f8f5-bc67-4753-b1b9-df59ddf11410","盔甲-秦代","models/e748f8f5-bc67-4753-b1b9-df59ddf11410.gltf","thumbnails/e748f8f5-bc67-4753-b1b9-df59ddf11410.png","0.31","https://rh-canvas-files.xiaoyaoyou.com/default/director/ab0e748d-8ec0-4fef-8daf-7249d9e0da00.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/ab633217-efd0-4af9-a9b7-073da80a7935.png"
"人物","RW","629e73ce-18d2-4aa2-b94c-6595902944d1","盔甲-清代","models/629e73ce-18d2-4aa2-b94c-6595902944d1.gltf","thumbnails/629e73ce-18d2-4aa2-b94c-6595902944d1.png","10.94","https://rh-canvas-files.xiaoyaoyou.com/default/director/680d2587-e190-4d31-b314-50770b92c439.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/8291d4fb-b855-40b5-a024-b00df0929be1.png"
"人物","RW","526ac957-b668-46cf-be64-47c24f6ec1e6","盔甲-唐代","models/526ac957-b668-46cf-be64-47c24f6ec1e6.gltf","thumbnails/526ac957-b668-46cf-be64-47c24f6ec1e6.png","3.1","https://rh-canvas-files.xiaoyaoyou.com/default/director/df3f9347-38b9-497c-b3a4-784a6d8b3688.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/f306e869-9544-4af5-b517-7dc6d45270d1.png"
"人物","RW","4faa820c-f4eb-4d5c-a68b-1d4dfa8cc5a0","盔甲-元代","models/4faa820c-f4eb-4d5c-a68b-1d4dfa8cc5a0.gltf","thumbnails/4faa820c-f4eb-4d5c-a68b-1d4dfa8cc5a0.png","7.92","https://rh-canvas-files.xiaoyaoyou.com/default/director/350cde4d-3de4-4bb4-bf5e-c4f4aae6c491.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/6ea10f5b-3665-4db2-9bd4-ebc1916b8550.png"
"人物","RW","c2cc2726-68d2-4f9a-8e28-4359a6ad9a7a","农民","models/c2cc2726-68d2-4f9a-8e28-4359a6ad9a7a.gltf","thumbnails/c2cc2726-68d2-4f9a-8e28-4359a6ad9a7a.png","0.42","https://rh-canvas-files.xiaoyaoyou.com/default/director/3dacd73f-92d0-4390-a742-3f4f5e428859.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/d6790186-aefe-44df-9b99-275c041a13b2.png"
"人物","RW","bf7bd16d-e5cd-4323-a5fb-2f3b97dccddc","书生","models/bf7bd16d-e5cd-4323-a5fb-2f3b97dccddc.gltf","thumbnails/bf7bd16d-e5cd-4323-a5fb-2f3b97dccddc.png","0.73","https://rh-canvas-files.xiaoyaoyou.com/default/director/d563b238-a2ab-4c33-b356-c1483ed78bee.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/c10fe261-4c17-4823-bebc-75e44189774f.png"
"道具","DJ","c5ffb166-73c9-4b72-bc43-690fa9784261","纱帘-左","models/c5ffb166-73c9-4b72-bc43-690fa9784261.gltf","thumbnails/c5ffb166-73c9-4b72-bc43-690fa9784261.png","8.46","https://rh-canvas-files.xiaoyaoyou.com/default/director/b725224c-69cf-43c9-b1f7-d7fe03dc02c5.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/80589ca4-b9fe-4f8b-baa0-f74cecb1dabe.png"
"道具","DJ","6241335b-1c0d-4a4f-83c4-64c60d81f83b","纱帘-右","models/6241335b-1c0d-4a4f-83c4-64c60d81f83b.gltf","thumbnails/6241335b-1c0d-4a4f-83c4-64c60d81f83b.png","8.46","https://rh-canvas-files.xiaoyaoyou.com/default/director/4442722c-8185-498a-9432-f3ccab36a3f8.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/8ed38a2a-b82d-46ae-a6be-6cb33e0025b1.png"
"道具","DJ","256854bc-e2de-4d87-91ab-001235a10e2b","窗帘","models/256854bc-e2de-4d87-91ab-001235a10e2b.gltf","thumbnails/256854bc-e2de-4d87-91ab-001235a10e2b.png","21.87","https://rh-canvas-files.xiaoyaoyou.com/default/director/90044140-2bbe-4662-923a-51a3af093332.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/79bff044-d55c-4df2-bde9-c77ca6298427.png"
"道具","DJ","ef74e4ea-f1e7-4f40-87f1-3030bbc8c546","中药柜","models/ef74e4ea-f1e7-4f40-87f1-3030bbc8c546.gltf","thumbnails/ef74e4ea-f1e7-4f40-87f1-3030bbc8c546.png","3.52","https://rh-canvas-files.xiaoyaoyou.com/default/director/59292fd4-cdef-43f7-b20c-7c8086c1b429.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/9430e2f2-ac4f-4ec1-8f24-1ed2aa5956d7.png"
"道具","DJ","6747ac3e-a375-4599-a866-0b3db7eb4880","柜子","models/6747ac3e-a375-4599-a866-0b3db7eb4880.gltf","thumbnails/6747ac3e-a375-4599-a866-0b3db7eb4880.png","0.79","https://rh-canvas-files.xiaoyaoyou.com/default/director/8d14acb0-1f9f-4c3d-8661-1debf89d3dbd.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/d933ec37-33f3-445f-a495-dd8207eb32b7.png"
"道具","DJ","850aca46-0cd7-438a-b8de-a3439a3c06bc","人体工学椅","models/850aca46-0cd7-438a-b8de-a3439a3c06bc.gltf","thumbnails/850aca46-0cd7-438a-b8de-a3439a3c06bc.png","20.33","https://rh-canvas-files.xiaoyaoyou.com/default/director/47eb3862-b27c-4eff-8a9a-72b34c9665f4.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/29f73c98-c571-4fa0-99b3-5b0ddedfd4ab.png"
"道具","DJ","d3a48f3f-08c5-4f59-8a5c-3103c4446a63","椅子","models/d3a48f3f-08c5-4f59-8a5c-3103c4446a63.gltf","thumbnails/d3a48f3f-08c5-4f59-8a5c-3103c4446a63.png","10.44","https://rh-canvas-files.xiaoyaoyou.com/default/director/b630adfa-5bf5-445f-bb13-12acbe29464c.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/442fb5d4-3905-4b7f-b5d1-0681ae3064dc.png"
"道具","DJ","44041688-13d9-4aad-aad9-8956f5f0b3b6","桌子","models/44041688-13d9-4aad-aad9-8956f5f0b3b6.gltf","thumbnails/44041688-13d9-4aad-aad9-8956f5f0b3b6.png","0.32","https://rh-canvas-files.xiaoyaoyou.com/default/director/a228016e-1d13-406e-bd1d-947bb9e83e22.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/77f2a76b-5da1-48e1-9b67-55b583f0acd1.png"
"道具","DJ","95da5486-66c4-401d-8dbd-0ebcc7fd94cf","沙发","models/95da5486-66c4-401d-8dbd-0ebcc7fd94cf.gltf","thumbnails/95da5486-66c4-401d-8dbd-0ebcc7fd94cf.png","12.76","https://rh-canvas-files.xiaoyaoyou.com/default/director/6b2cac4d-0648-439e-8979-dc91b8f1daf3.gltf","https://rh-canvas-files.xiaoyaoyou.com/default/director/c7074942-fd3c-487a-9ad1-413e278394cc.png"
